kanji,unicode,jumlah_goresan,joyo_status,joyo_urutan,kyouiku_kelas_sd,grade_kanjiapi,jlpt_baru,jlpt_lama,kanken_level,kanken_level_alt,kanken_kyu_resmi,kanken_dict_page,kanken_url,kanjipedia_url,freq_rank_mainichi_shinbun,on_yomi,kun_yomi,nanori,meanings_en,meaning_jp,bentuk_lama_kyuujitai,radikal_kanken,radikal_info_kanken,jukugo_contoh,jumlah_kosakata_terkait,antonim,sinonim,mirip_bentuk,varian,struktur_dekomposisi_kanjivg,elemen_kanjivg,radikal_kanjivg,radikal_posisi_kiri_kanan,radikal_posisi_atas_bawah,jis_menkuten,jis_unicode,jis_level,kategori_nama_anak,kanken_zititai_kubun,sumber
隲,96B2,17,FALSE,,,,,,1,,,,,,,"[""シツ"", ""チョク""]","[""のぼ.る""]",,"[""climb"", ""make"", ""stallion""]",,,,,,0,,,,,"{""element"": ""隲"", ""g"": [{""element"": ""⻖"", ""variant"": ""true"", ""original"": ""阜"", ""radical"": ""nelson""}, {""g"": [{""element"": ""少"", ""g"": [{""element"": ""小""}, {""element"": ""丿""}]}, {""element"": ""馬"", ""radical"": ""tradit"", ""g"": [{""element"": ""灬"", ""variant"": ""true"", ""original"": ""火""}]}]}]}","[""⻖"", ""丿"", ""少"", ""灬"", ""馬"", ""小""]","[""⻖"", ""少"", ""馬""]",,,1-80-13,U+96B2,2,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
隳,96B3,18,FALSE,,,,,,,,,,,,,"[""キ""]","[""くず.れる""]",,"[""to destroy"", ""to overthrow""]",,,,,,0,,,,,,,,,,2-91-77,U+96B3,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
隴,96B4,19,FALSE,,,,,,1,,1級,1619,https://kanji.jitenon.jp/kanjik/5198.html,https://www.kanjipedia.jp/kanji/0007373900,,"[""リョウ"", ""ロウ""]","[""うね"", ""おか""]",,"[""hill"", ""mound""]",① おか。うね。小高いところ。＝壟② 甘粛省（かんしゅくしょう）の別称。,,阝,,"[{""kategori"": ""外"", ""kata"": ""隴（１）""}, {""kategori"": ""外"", ""kata"": ""隴（２）""}, {""kategori"": ""外"", ""kata"": ""麦隴""}, {""kategori"": ""外"", ""kata"": ""菜圃麦隴""}, {""kategori"": ""外"", ""kata"": ""得隴望蜀""}, {""kategori"": ""外"", ""kata"": ""隴を得て蜀を望む""}]",3,,,,,"{""element"": ""隴"", ""g"": [{""element"": ""⻖"", ""variant"": ""true"", ""original"": ""阜"", ""radical"": ""general""}, {""element"": ""龍"", ""g"": [{""g"": [{""element"": ""立"", ""g"": [{""element"": ""亠""}]}, {""element"": ""月""}]}]}]}","[""立"", ""⻖"", ""亠"", ""月"", ""龍""]","[""⻖"", ""龍""]","[""⻖"", ""龍""]",,1-80-15,U+96B4,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
隶,96B6,8,FALSE,,,,,,1,,,,,,,"[""タイ""]",,,"[""cast"", ""extend"", ""give"", ""slave radical (no. 171)""]",,,,,,0,,,,,"{""element"": ""隶"", ""radical"": ""general"", ""g"": [{""element"": ""⺕"", ""variant"": ""true"", ""original"": ""彑""}, {""element"": ""氺"", ""variant"": ""true"", ""original"": ""水""}]}","[""氺"", ""⺕""]","[""⺕"", ""氺""]",,,1-80-16,U+96B6,2,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
隷,96B7,16,TRUE,2096,,8,N1,1,4,,4級,1598,https://kanji.jitenon.jp/kanjic/1308.html,https://www.kanjipedia.jp/kanji/0007265900,2009,"[""レイ""]","[""したが（う）"", ""しもべ""]",,"[""criminal"", ""follower"", ""prisoner"", ""servant"", ""slave""]",① したがう。つく。つきしたがう。② しもべ。召し使い。また、下級の役人。③ 書体の一つ。隷書。,隸,隶,"{""nomor"": ""171"", ""strokes"": ""8"", ""kategori"": ""Society"", ""arti_en"": ""to capture, servant"", ""cara_baca_jp"": ""れいづくり"", ""cara_baca_romaji"": ""reizukuri""}","[{""kategori"": ""中"", ""kata"": ""隷従""}, {""kategori"": ""中"", ""kata"": ""奴隷""}, {""kategori"": ""中"", ""kata"": ""蛮隷""}, {""kategori"": ""中"", ""kata"": ""隷書""}, {""kategori"": ""中"", ""kata"": ""隷属""}, {""kategori"": ""外"", ""kata"": ""隷う""}, {""kategori"": ""外"", ""kata"": ""隷""}]",30,,,,"[""隸""]","{""element"": ""隷"", ""g"": [{""g"": [{""element"": ""士""}, {""element"": ""示""}]}, {""element"": ""隶"", ""radical"": ""general"", ""g"": [{""element"": ""⺕"", ""variant"": ""true"", ""original"": ""彑""}, {""element"": ""氺"", ""variant"": ""true"", ""original"": ""水""}]}]}","[""氺"", ""⺕"", ""示"", ""士"", ""隶""]","[""士"", ""示"", ""隶""]",,,1-46-76,U+96B7,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
隸,96B8,17,FALSE,,,,,,準1,,1/準1級,1598,https://kanji.jitenon.jp/kanjim/6345.html,https://www.kanjipedia.jp/kanji/0007265900,,"[""レイ""]","[""したが（う）"", ""しもべ""]",,"[""criminal"", ""follower"", ""prisoner"", ""servant""]",① したがう。つく。つきしたがう。② しもべ。召し使い。また、下級の役人。③ 書体の一つ。隸書。,隷,隶,"{""nomor"": ""171"", ""strokes"": ""8"", ""kategori"": ""Society"", ""arti_en"": ""to capture, servant"", ""cara_baca_jp"": ""れいづくり"", ""cara_baca_romaji"": ""reizukuri""}","[{""kategori"": ""外"", ""kata"": ""隸う""}]",0,,,,"[""隷""]","{""element"": ""隸"", ""g"": [{""g"": [{""element"": ""木""}, {""element"": ""示""}]}, {""element"": ""隶"", ""radical"": ""general"", ""g"": [{""element"": ""⺕"", ""variant"": ""true"", ""original"": ""彑""}, {""element"": ""氺"", ""variant"": ""true"", ""original"": ""水""}]}]}","[""氺"", ""⺕"", ""木"", ""示"", ""隶""]","[""木"", ""示"", ""隶""]",,,1-80-17,U+96B8,2,,旧字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
隹,96B9,8,FALSE,,,,,,1,,,,,,,"[""サイ"", ""スイ""]","[""とり""]",,"[""bird"", ""old bird radical (no. 172)""]",,,,,,1,,,,,"{""element"": ""隹"", ""radical"": ""general"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}","[""亻""]","[""亻""]",,,1-80-18,U+96B9,2,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
隺,96BA,10,FALSE,,,,,,,,,,,,,"[""カク"", ""コク""]","[""あ.がる""]",,"[""bird flying"", ""high ambition""]",,,,,,0,,,,,,,,,,2-91-78,U+96BA,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
隻,96BB,10,TRUE,1146,,8,N2,1,3,,3級,877,https://kanji.jitenon.jp/kanjic/1467.html,https://www.kanjipedia.jp/kanji/0003965500,1546,"[""セキ""]","[""ひと（つ）""]",,"[""arrows"", ""birds"", ""counter for ships"", ""fish"", ""one of a pair"", ""vessels""]",① ひとつ。ただひとつ。また、わずか。少し。② 一羽の鳥。鳥一羽。③ 二つで一組のものの片方。片割れ。④ 船・車・禽獣などを数えることば。,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""高"", ""kata"": ""一隻眼""}, {""kategori"": ""高"", ""kata"": ""片言隻句""}, {""kategori"": ""高"", ""kata"": ""影隻形単""}, {""kategori"": ""高"", ""kata"": ""隻履西帰""}, {""kategori"": ""高"", ""kata"": ""隻紙断絹""}, {""kategori"": ""高"", ""kata"": ""斗酒隻鶏""}, {""kategori"": ""高"", ""kata"": ""形単影隻""}, {""kategori"": ""外"", ""kata"": ""隻つ""}]",16,,,"[""集""]",,"{""element"": ""隻"", ""g"": [{""element"": ""隹"", ""radical"": ""general"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}, {""element"": ""又""}]}","[""隹"", ""又"", ""亻""]","[""隹"", ""又""]",,"[""隹"", ""又""]",1-32-41,U+96BB,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
隼,96BC,10,FALSE,,,9,,1,準1,,準1級,716,https://kanji.jitenon.jp/kanjif/2533.html,https://www.kanjipedia.jp/kanji/0003237400,2224,"[""シュン"", ""ジュン""]","[""はやぶさ""]","[""はや""]","[""falcon""]",はやぶさ。ハヤブサ科の鳥。,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""外"", ""kata"": ""隼""}, {""kategori"": ""外"", ""kata"": ""鷹隼""}, {""kategori"": ""外"", ""kata"": ""隼科""}, {""kategori"": ""外"", ""kata"": ""白隼""}, {""kategori"": ""外"", ""kata"": ""稚児隼""}]",7,,,,,"{""element"": ""隼"", ""g"": [{""element"": ""隹"", ""radical"": ""general"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}, {""element"": ""十""}]}","[""隹"", ""十"", ""亻""]","[""隹"", ""十""]",,"[""隹"", ""十""]",1-40-27,U+96BC,1,常用漢字外の字,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
隽,96BD,10,FALSE,,,,,,,,,,,,,,,,"[""outstanding"", ""superior"", ""talented""]",,,,,,0,,,,,,,,,,2-91-79,U+96BD,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雀,96C0,11,FALSE,,,9,,,準1,,準1級,668,https://kanji.jitenon.jp/kanjie/2497.html,https://www.kanjipedia.jp/kanji/0003023200,1856,"[""ジャク""]","[""すずめ""]","[""ざく""]","[""sparrow""]",① すずめ。小鳥の名。② すずめ色。すずめの羽のような色。,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""外"", ""kata"": ""雀""}, {""kategori"": ""外"", ""kata"": ""孔雀""}, {""kategori"": ""外"", ""kata"": ""雀の涙""}, {""kategori"": ""外"", ""kata"": ""竹に雀""}, {""kategori"": ""外"", ""kata"": ""門前雀羅""}, {""kategori"": ""外"", ""kata"": ""鴉雀無声""}, {""kategori"": ""外"", ""kata"": ""欣喜雀躍""}, {""kategori"": ""外"", ""kata"": ""随珠弾雀""}]",126,,,,,"{""element"": ""雀"", ""g"": [{""g"": [{""element"": ""少"", ""g"": [{""element"": ""小""}]}, {""element"": ""隹"", ""radical"": ""tradit"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人"", ""g"": [{""element"": ""丿"", ""radical"": ""nelson""}]}]}]}, {""element"": ""隹"", ""radical"": ""tradit"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""丿"", ""少"", ""隹"", ""小"", ""亻""]","[""少"", ""隹"", ""隹""]",,,1-31-93,U+96C0,1,常用漢字外の字,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雁,96C1,12,FALSE,,,9,,,準1,,準1級,256,https://kanji.jitenon.jp/kanjie/2270.html,https://www.kanjipedia.jp/kanji/0001163900,2192,"[""ガン""]","[""かり""]",,"[""wild goose""]",かり。カモ科の水鳥。,鴈,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""外"", ""kata"": ""雁""}, {""kategori"": ""外"", ""kata"": ""雁書""}, {""kategori"": ""外"", ""kata"": ""雁の使い""}, {""kategori"": ""外"", ""kata"": ""衡陽雁断""}, {""kategori"": ""外"", ""kata"": ""燕雁代飛""}, {""kategori"": ""外"", ""kata"": ""鴻雁哀鳴""}, {""kategori"": ""外"", ""kata"": ""平沙落雁""}, {""kategori"": ""外"", ""kata"": ""葦を啣む雁""}]",51,,,,"[""鴈"", ""鳫""]","{""element"": ""雁"", ""g"": [{""element"": ""厂"", ""radical"": ""nelson""}, {""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}, {""element"": ""隹"", ""radical"": ""tradit"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""隹"", ""厂"", ""亻""]","[""厂"", ""亻"", ""隹""]",,,1-20-71,U+96C1,1,常用漢字外の字,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雄,96C4,12,TRUE,1981,,8,N1,1,4,,4級,1514,https://kanji.jitenon.jp/kanjic/1290.html,https://www.kanjipedia.jp/kanji/0006879300,669,"[""ユウ""]","[""お"", ""おす"", ""おん"", ""まさ（る）""]","[""かつ"", ""たけ"", ""つよし"", ""ゆ"", ""よう""]","[""excellence"", ""hero"", ""leader"", ""male"", ""masculine"", ""superiority""]",① お。おす。動物のおす。植物のおす。② まさる。すぐれる。すぐれた人。③ つよい。いさましい。力強い。④ さかん。勢いがある。,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""中"", ""kata"": ""雄""}, {""kategori"": ""中"", ""kata"": ""英雄""}, {""kategori"": ""中"", ""kata"": ""雄花""}, {""kategori"": ""中"", ""kata"": ""雄大""}, {""kategori"": ""中"", ""kata"": ""雄弁""}, {""kategori"": ""外"", ""kata"": ""雄る""}, {""kategori"": ""外"", ""kata"": ""雄鶏""}, {""kategori"": ""外"", ""kata"": ""雄鳥""}, {""kategori"": ""外"", ""kata"": ""雄蝶雌蝶""}]",104,"[""雌""]",,"[""雌""]",,"{""element"": ""雄"", ""g"": [{""element"": ""厷"", ""phon"": ""厷"", ""g"": [{""element"": ""丿""}, {""element"": ""厶""}]}, {""element"": ""隹"", ""radical"": ""general"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""厶"", ""厷"", ""丿"", ""隹"", ""亻""]","[""厷"", ""隹""]","[""厷"", ""隹""]",,1-45-26,U+96C4,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雅,96C5,13,TRUE,170,,8,N1,1,4,,4級,165,https://kanji.jitenon.jp/kanjic/1030.html,https://www.kanjipedia.jp/kanji/0000748700,1192,"[""ガ"", ""ア""]","[""つね"", ""みやび"", ""みやび（やか）""]","[""う"", ""お"", ""か"", ""ただし"", ""のり"", ""まさ"", ""まさし"", ""よし""]","[""elegant"", ""graceful"", ""gracious"", ""refined""]",【A】ガ① みやびやか。みやび。上品なさま。② ただしい。よい。きちんとしている。③ つね。もと。もとより。もともと。④ 「詩経」の六義（りくぎ）の一つ。【B】アからす。カラス科の鳥。＝鴉,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""中"", ""kata"": ""雅号""}, {""kategori"": ""中"", ""kata"": ""雅楽""}, {""kategori"": ""中"", ""kata"": ""雅致""}, {""kategori"": ""中"", ""kata"": ""雅文""}, {""kategori"": ""中"", ""kata"": ""優雅""}, {""kategori"": ""外"", ""kata"": ""雅やか""}, {""kategori"": ""外"", ""kata"": ""雅（１）""}, {""kategori"": ""外"", ""kata"": ""雅（２）""}]",48,"[""俗""]",,,,"{""element"": ""雅"", ""g"": [{""element"": ""牙"", ""radical"": ""nelson"", ""phon"": ""牙V"", ""g"": [{""element"": ""亅""}, {""element"": ""丿""}]}, {""element"": ""隹"", ""radical"": ""tradit"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""牙"", ""丿"", ""亅"", ""隹"", ""亻""]","[""牙"", ""隹""]","[""牙"", ""隹""]",,1-18-77,U+96C5,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
集,96C6,12,TRUE,901,3,3,N4,3,8,,8級,694,https://kanji.jitenon.jp/kanji/322.html,https://www.kanjipedia.jp/kanji/0003137700,210,"[""シュウ""]","[""あつ（まる）"", ""あつ（める）"", ""つど（う）"", ""すだ（く）"", ""たか（る）""]","[""あつまり"", ""ず""]","[""congregate"", ""flock"", ""gather"", ""meet"", ""swarm""]",① あつまる。つどう。むらがる。② あつめる。多くのものをあつめる。③ あつまり。つどい。④ なす。なしとげる。完成させる。【日本】すだく。虫などが群がって鳴く。,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""小"", ""kata"": ""集まる""}, {""kategori"": ""小"", ""kata"": ""集める""}, {""kategori"": ""小"", ""kata"": ""集会""}, {""kategori"": ""小"", ""kata"": ""集団""}, {""kategori"": ""小"", ""kata"": ""集まり""}, {""kategori"": ""中"", ""kata"": ""集う""}, {""kategori"": ""中"", ""kata"": ""集い""}, {""kategori"": ""中"", ""kata"": ""苦集滅道""}, {""kategori"": ""外"", ""kata"": ""集る""}, {""kategori"": ""外"", ""kata"": ""集く""}, {""kategori"": ""外"", ""kata"": ""人集り""}]",552,"[""散"", ""配""]","[""合""]","[""隻""]",,"{""element"": ""集"", ""g"": [{""element"": ""隹"", ""radical"": ""general"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}, {""element"": ""木""}]}","[""隹"", ""木"", ""亻""]","[""隹"", ""木""]",,"[""隹"", ""木""]",1-29-24,U+96C6,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雇,96C7,12,TRUE,571,,8,N2,2,3,,3級,457,https://kanji.jitenon.jp/kanjic/1391.html,https://www.kanjipedia.jp/kanji/0002067600,975,"[""コ""]","[""やと（う）""]",,"[""employ"", ""hire""]",やとう。賃金を払って人を使う。,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""中"", ""kata"": ""雇う""}, {""kategori"": ""中"", ""kata"": ""雇用""}, {""kategori"": ""中"", ""kata"": ""解雇""}, {""kategori"": ""中"", ""kata"": ""雇い""}, {""kategori"": ""中"", ""kata"": ""雇い主""}, {""kategori"": ""中"", ""kata"": ""日雇い""}, {""kategori"": ""中"", ""kata"": ""完全雇用""}, {""kategori"": ""高"", ""kata"": ""四月の中の十日に心なしに雇われるな""}]",68,,,,,"{""element"": ""雇"", ""g"": [{""element"": ""戸"", ""radical"": ""nelson"", ""phon"": ""戸""}, {""element"": ""隹"", ""radical"": ""tradit"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""隹"", ""亻"", ""戸""]","[""戸"", ""隹""]",,,1-24-59,U+96C7,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雉,96C9,13,FALSE,,,,,,1,,1級,1034,https://kanji.jitenon.jp/kanjij/4576.html,https://www.kanjipedia.jp/kanji/0004688800,,"[""ジ"", ""チ""]","[""きじ""]","[""き""]","[""pheasant""]",① きじ。キジ科の鳥。② かき。かきね。城壁。③ 城壁の大きさを計る単位。一雉は、高さ一丈、長さ三丈。④ 古代中国のボードゲーム、樗蒲（ちょぼ）の采の目の名。,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""外"", ""kata"": ""雉""}, {""kategori"": ""外"", ""kata"": ""白雉""}, {""kategori"": ""外"", ""kata"": ""雉笛""}, {""kategori"": ""外"", ""kata"": ""雉鳩""}, {""kategori"": ""外"", ""kata"": ""雉トラ""}, {""kategori"": ""外"", ""kata"": ""雉羽太""}, {""kategori"": ""外"", ""kata"": ""家鶏野雉""}, {""kategori"": ""外"", ""kata"": ""雉も鳴かずば撃たれまい""}]",13,,,,,"{""element"": ""雉"", ""g"": [{""element"": ""矢"", ""variant"": ""true"", ""radical"": ""nelson"", ""g"": [{""element"": ""天"", ""variant"": ""true"", ""g"": [{""element"": ""大"", ""variant"": ""true""}]}]}, {""element"": ""隹"", ""radical"": ""tradit"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""大"", ""隹"", ""矢"", ""天"", ""亻""]","[""矢"", ""隹""]","[""矢"", ""隹""]",,1-80-21,U+96C9,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雊,96CA,13,,,,,,,,,,,,,,"[""ク"", ""コウ""]",,,"[""the crow of a male pheasant""]",,,,,,0,,,,,,,,,,,,,,,"{""kanji_gabungan_1"": false, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雋,96CB,12,FALSE,,,,,,1,,1級,717,https://kanji.jitenon.jp/kanjij/4578.html,https://www.kanjipedia.jp/kanji/0003240700,,"[""シュン"", ""セン""]","[""すぐ（れる）""]",,"[""excel""]",【A】セン肥える。また、肥えた鳥の肉。【B】シュンすぐれる。また、すぐれた人。＝俊,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""外"", ""kata"": ""雋れる""}, {""kategori"": ""外"", ""kata"": ""雋""}, {""kategori"": ""外"", ""kata"": ""英雋""}]",1,,,,,"{""element"": ""雋"", ""g"": [{""element"": ""隹"", ""radical"": ""general"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""隹"", ""亻""]","[""隹""]",,,1-80-20,U+96CB,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雌,96CC,14,TRUE,802,,8,N1,1,4,,4級,624,https://kanji.jitenon.jp/kanjic/1112.html,https://www.kanjipedia.jp/kanji/0002825800,1951,"[""シ""]","[""め"", ""めす"", ""めん""]",,"[""female"", ""feminine""]",① め。めす。動物のめす。植物のめす。② よわい。弱々しい。力のない。,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""中"", ""kata"": ""雌""}, {""kategori"": ""中"", ""kata"": ""雌雄""}, {""kategori"": ""中"", ""kata"": ""雌花""}, {""kategori"": ""高"", ""kata"": ""雌伏""}, {""kategori"": ""高"", ""kata"": ""雌伏雄飛""}, {""kategori"": ""外"", ""kata"": ""雄蝶雌蝶""}, {""kategori"": ""外"", ""kata"": ""雌鳥うたえば家滅ぶ""}, {""kategori"": ""外"", ""kata"": ""雌鳥につつかれて時をうたう""}]",45,"[""雄""]",,"[""雄""]",,"{""element"": ""雌"", ""g"": [{""element"": ""此"", ""phon"": ""此"", ""g"": [{""element"": ""止"", ""radical"": ""nelson"", ""g"": [{""element"": ""卜"", ""original"": ""ト""}]}, {""element"": ""匕""}]}, {""element"": ""隹"", ""radical"": ""tradit"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}","[""匕"", ""隹"", ""卜"", ""此"", ""止"", ""亻""]","[""此"", ""隹""]","[""此"", ""隹""]",,1-27-83,U+96CC,1,常用漢字の通用字体,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
雍,96CD,13,FALSE,,,,,,1,,1級,1534,https://kanji.jitenon.jp/kanjij/4577.html,https://www.kanjipedia.jp/kanji/0006969100,,"[""ユ"", ""ヨウ""]","[""いだ（く）"", ""ふさ（ぐ）"", ""やわ（らぐ）""]",,"[""mitigation"", ""softening""]",① やわらぐ。なごやか。むつまじい。② いだく。だく。だきかかえる。③ ふさぐ。さえぎる。さまたげる。④ 古代中国の九州のひとつ。雍州（ようしゅう）。,,隹,"{""nomor"": ""172"", ""strokes"": ""8"", ""kategori"": ""Animal"", ""arti_en"": ""small bird"", ""cara_baca_jp"": ""ふるとり"", ""cara_baca_romaji"": ""furutori""}","[{""kategori"": ""外"", ""kata"": ""雍ぐ""}, {""kategori"": ""外"", ""kata"": ""雍く""}, {""kategori"": ""外"", ""kata"": ""雍らぐ""}, {""kategori"": ""外"", ""kata"": ""雍菜""}, {""kategori"": ""外"", ""kata"": ""雍熙""}, {""kategori"": ""外"", ""kata"": ""雍也論語""}]",1,,,,,"{""element"": ""雍"", ""g"": [{""element"": ""亠""}, {""g"": [{""element"": ""幺"", ""variant"": ""true""}, {""element"": ""隹"", ""radical"": ""general"", ""g"": [{""element"": ""亻"", ""variant"": ""true"", ""original"": ""人""}]}]}]}","[""隹"", ""亠"", ""幺"", ""亻""]","[""亠"", ""幺"", ""隹""]",,,1-80-22,U+96CD,2,,親字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": true, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
