level	frequency	NoteID	VocabKanji	VocabPitch	VocabPoS	VocabFurigana	VocabDefID	VocabPlus	VocabAudio	SentType1	SentKanji1	SentFurigana1	SentDefID1	SentAudio1	SentType2	SentKanji2	SentFurigana2	SentDefID2	SentAudio2	SentType3	SentKanji3	SentFurigana3	SentDefID3	SentAudio3	SentType4	SentKanji4	SentFurigana4	SentDefID4	SentAudio4	Sort	Alt1	Alt2	Tags
N2	中頻度 (Frekuensi Sedang)	0c85e4c4-2ed7-11ef-a183-99ad05e145f0	物足りない	⓪⑤	連語	ものたりない	kurang memuaskan, terasa kurang		[sound:ものたりない_モノタリナイ━_0_NHK-2016-260118.mp3]		説明が物足りない	説明[せつめい]が <b>物足[ものた]りない</b>	Penjelasannya kurang memuaskan	[sound:voicepeak-24dbe2b814c64fd4-260129.mp3]		おかずが少なくて物足りない	おかずが 少[すく]なくて<b> 物足[ものた]りない</b>	Lauknya sedikit, jadi kurang mengenyangkan	[sound:voicepeak-05e88dcff0684d03-260129.mp3]											7516			
N2	中頻度 (Frekuensi Sedang)	79bb8008-679e-11ef-89c9-3b0955f1365d	特性	⓪	名	とくせい	karakteristik, ciri khas		[sound:特性_トクセー━_0_NHK-2016-260118.mp3]		半導体の特性を応用した機器	半導体[はんどうたい]の<b> 特性[とくせい]</b>を 応用[おうよう]した 機器[きき]	Alat yang menerapkan karakteristik semikonduktor	[sound:voicepeak-994d4706a47b42cf-260129.mp3]																6796			
N2	中頻度 (Frekuensi Sedang)	0be3b30c-2ed7-11ef-a183-99ad05e145f0	特殊	⓪	名・ナ形	とくしゅ	khusus, spesial		[sound:特殊_トクシュ━_0_NHK-2016-260118.mp3]		特殊なケース	<b>特殊[とくしゅ]</b>なケース	Kasus khusus	[sound:voicepeak-421bc20ae06c44b6-260124.mp3]	lawan kata	普通	普通[ふつう]	umum, biasa	[sound:普通_フツー━_0_NHK-2016-260118.mp3]	lawan kata	一般	一般[いっぱん]	umum	[sound:一般_イッパン━_0_NHK-2016-260118.mp3]	terkait	特別	特別[とくべつ]	khusus, istimewa	[sound:特別_トクベツ━_0_NHK-2016-260118.mp3]	2087			
N2	中頻度 (Frekuensi Sedang)	0bb4bba6-2ed7-11ef-a183-99ad05e145f0	特色	⓪	名	とくしょく	ciri khas, keunikan		[sound:特色_トクショク━_0_NHK-2016-260118.mp3]		自由な校風が本学の特色だ	自由[じゆう]な 校風[こうふう]が 本学[ほんがく]の<b> 特色[とくしょく]</b>だ	Suasana sekolah yang bebas adalah ciri khas kampus ini	[sound:voicepeak-218683a1b85f4fd9-260126.mp3]	terkait	特徴	特徴[とくちょう]	karakteristik, keunikan	[sound:特徴_トクチョー━_0_NHK-2016-260118.mp3]											17944			
N2	中頻度 (Frekuensi Sedang)	0be8faba-2ed7-11ef-a183-99ad05e145f0	狙い	⓪	名	ねらい	tujuan, target, maksud; bidikan		[sound:狙い_ネライ━_0_NHK-2016-260118.mp3]		この論文の狙いがわからない	この 論文[ろんぶん]の <b>狙[ねら]い</b>がわからない	Tidak paham tujuan makalah ini	[sound:voicepeak-4180269f4bfd4396-260124.mp3]		狙いがはずれる	<b>狙[ねら]い</b>がはずれる	Bidikan meleset	[sound:voicepeak-3e10ac7c8b444394-260124.mp3]											2469			
N2	中頻度 (Frekuensi Sedang)	0c7f4fec-2ed7-11ef-a183-99ad05e145f0	独占	⓪	名・他動3	どくせん	menguasai sendiri; monopoli		[sound:独占_ドクセン━_0_NHK-2016-260118.mp3]		独占インタビュー	<b> 独占[どくせん]</b>インタビュー	Wawancara eksklusif	[sound:voicepeak-3d33fd1e61da42ce-260129.mp3]		市場を独占する	市場[しじょう]を <b>独占[どくせん]</b>する	Memonopoli pasar	[sound:voicepeak-bebea64e5ab749b8-260129.mp3]											6758			
N2	中頻度 (Frekuensi Sedang)	0c165334-2ed7-11ef-a183-99ad05e145f0	率直	⓪	ナ形・名	そっちょく	terus terang, blak-blakan		[sound:率直_ソッチョク━_0_NHK-2016-260118.mp3]		率直な意見	<b>率直[そっちょく]</b>な 意見[いけん]	Pendapat yang terus terang	[sound:voicepeak-d60e37ad60324d05-260129.mp3]																6491			
N2	中頻度 (Frekuensi Sedang)	0c2b1a30-2ed7-11ef-a183-99ad05e145f0	現地	①	名	げんち	lokasi setempat, di tempat; tempat tinggal saat ini		[sound:現地_ゲ＼ンチ_1_NHK-2016-260118.mp3]		現地に赴く	<b>現地[げんち]</b>に 赴[おもむ]く	Pergi ke lokasi setempat	[sound:voicepeak-5a2d0b0fdbc94820-260204.mp3]		現地に来てかれこれ半年になる	<b>現地[げんち]</b>に 来[き]てかれこれ 半年[はんとし]になる	Sudah sekitar setengah tahun sejak tiba di sini	[sound:voicepeak-1b228b35bd5348f1-260204.mp3]											6160			
N2	中頻度 (Frekuensi Sedang)	0cbbb55e-2ed7-11ef-a183-99ad05e145f0	現時点	①+①,①+⓪	名	げんじてん	saat ini, titik waktu sekarang		[sound:現時点_ゲ＼ン・ジ＼テン_1-1_NHK-2016-260118.mp3]		現時点での計画はこれです	<b>現時点[げんじてん]</b>での 計画[けいかく]はこれです	Rencana saat ini adalah ini	[sound:voicepeak-526b275948144881-260204.mp3]																7130			
N2	中頻度 (Frekuensi Sedang)	0c8d7586-2ed7-11ef-a183-99ad05e145f0	理屈	⓪	名	りくつ	alasan, logika; dalih		[sound:理屈_リクツ━_0_NHK-2016-260118.mp3]		理屈で人を納得させる	<b>理屈[りくつ]</b>で 人[ひと]を 納得[なっとく]させる	Meyakinkan orang dengan alasan logis	[sound:voicepeak-b18608d954c64782-260125.mp3]		そんなことは理屈にもならない	そんなことは <b>理屈[りくつ]</b>にもならない	Itu sama sekali bukan alasan yang masuk akal	[sound:voicepeak-280b803188fe4e1e-260125.mp3]											3445			
N2	中頻度 (Frekuensi Sedang)	0c8db032-2ed7-11ef-a183-99ad05e145f0	理性	①	名	りせい	akal sehat, rasionalitas		[sound:理性_リ＼セー_1_NHK-2016-260118.mp3]		怒りのあまり理性を失う	怒[いか]りのあまり <b>理性[りせい]</b>を 失[うしな]う	Terlalu marah sampai kehilangan akal sehat	[sound:voicepeak-2d2f6924eef7497c-260129.mp3]	lawan kata	感性	感性[かんせい]	perasaan, sensitivitas	[sound:感性_カ＼ンセー_1_NHK-2016-260118.mp3]											3782			
N2	中頻度 (Frekuensi Sedang)	472c5cc4-a0bb-11ef-9eca-75d1f1bae144	理系	⓪	名	りけい	jurusan sains, eksakta		[sound:理系_リケー━_0_NHK-2016-260118.mp3]		理系の学生	<b> 理系[りけい]</b>の 学生[がくせい]	Mahasiswa jurusan sains	[sound:voicepeak-3a6cba99f10e4c1f-260126.mp3]	lawan kata	文系	文系[ぶんけい]	jurusan sosial, humaniora	[sound:文系_ブンケー━_0_NHK-2016-260118.mp3]											29386			
N2	中頻度 (Frekuensi Sedang)	0c8db960-2ed7-11ef-a183-99ad05e145f0	理論	①	名	りろん	teori		[sound:理論_リ＼ロン_1_NHK-2016-260118.mp3]		理論と実践	<b> 理論[りろん]</b>と 実践[じっせん]	Teori dan praktik	[sound:voicepeak-238de79534b74613-260129.mp3]																4762			
N2	中頻度 (Frekuensi Sedang)	0bf7f34e-2ed7-11ef-a183-99ad05e145f0	甘やかす	④⓪	他動1	あまやかす	memanjakan, memberi kelonggaran berlebih		[sound:甘やかす_アマヤカ＼ス_4_NHK-2016-260118.mp3]		子どもを甘やかす	子[こ]どもを <b>甘[あま]やかす</b>	Memanjakan anak	[sound:voicepeak-dd76958717744f27-260125.mp3]																6029			
N2	中頻度 (Frekuensi Sedang)	0c375228-2ed7-11ef-a183-99ad05e145f0	生き残る	④⓪	自動1	いきのこる	bertahan hidup, selamat		[sound:生き残る_イキノコ＼ル_4_NHK-2016-260118.mp3]		飛行機事故で生き残る	飛行機[ひこうき] 事故[じこ]で <b>生[い]き 残[のこ]る</b>	Selamat dari kecelakaan pesawat	[sound:voicepeak-9c28628738214a83-260128.mp3]																3321			
N2	中頻度 (Frekuensi Sedang)	0bae0d42-2ed7-11ef-a183-99ad05e145f0	生き生き	③②	副・自動3	いきいき	hidup, bersemangat, penuh vitalitas		[sound:生き生き_イキ＼イキ_2_NHK-2016-260118.mp3]		生き生きした表情	<b>生[い]き 生[い]き</b>した 表情[ひょうじょう]	Ekspresi yang penuh vitalitas	[sound:voicepeak-05-生き生きした表情-260127.mp3]																7913			
N2	中頻度 (Frekuensi Sedang)	0c73cb4a-2ed7-11ef-a183-99ad05e145f0	生まれつき	⓪	名・副	うまれつき	sejak lahir, secara bawaan		[sound:生まれつき_ウマレツキ━_0_NHK-2016-260118.mp3]		生まれつき怒りっぽい	<b>生[う]まれつき</b> 怒[おこ]りっぽい	Sejak lahir memang cepat marah	[sound:voicepeak-8acc0955d1c24c69-260129.mp3]																14361			
N2	中頻度 (Frekuensi Sedang)	0bae5928-2ed7-11ef-a183-99ad05e145f0	生命	①	名	せいめい	kehidupan, nyawa; hal yang krusial		[sound:生命_セ＼ーメー_1_NHK-2016-260118.mp3]		生命を維持する	<b> 生命[せいめい]</b>を 維持[いじ]する	Mempertahankan hidup	[sound:voicepeak-83cb52d7b91d4689-260128.mp3]		政治生命を断たれる	政治[せいじ]<b> 生命[せいめい]</b>を 断[た]たれる	Karier politiknya terputus	[sound:voicepeak-28abffb56b844e13-260128.mp3]	terkait	命	命[いのち]	nyawa, kehidupan	[sound:命_イ＼ノチ_1_NHK-2016-260118.mp3]						2675			
N2	中頻度 (Frekuensi Sedang)	0bae401e-2ed7-11ef-a183-99ad05e145f0	生地	①	名	きじ	kain, bahan; sifat asli; adonan		[sound:生地_キ＼ジ_1_NHK-2016-260118.mp3]		洋服の生地	洋服[ようふく]の <b>生地[きじ]</b>	Bahan pakaian	[sound:voicepeak-781c58cf868248f8-260203.mp3]		生地が出る	<b>生地[きじ]</b>が 出[で]る	Wujud aslinya terungkap	[sound:voicepeak-cf27fdb202ff483e-260203.mp3]		パイの生地	パイの<b> 生地[きじ]</b>	Adonan pai	[sound:voicepeak-1-パイの生地-260602.mp3]						5069			
N2	中頻度 (Frekuensi Sedang)	0c7416a4-2ed7-11ef-a183-99ad05e145f0	生態	⓪	名	せいたい	ekologi, cara hidup (makhluk); keadaan riil (kehidupan sosial)		[sound:生態_セータイ━_0_NHK-2016-260118.mp3]		野鳥の生態を観察する	野鳥[やちょう]の <b>生態[せいたい]</b>を 観察[かんさつ]する	Mengamati ekologi burung liar	[sound:voicepeak-cb6aa3cff5a54347-260130.mp3]		サラリーマンの生態	サラリーマンの <b>生態[せいたい]</b>	Kondisi kehidupan pekerja kantoran	[sound:voicepeak-91832b29a1ba49e6-260130.mp3]											16281			
N2	中頻度 (Frekuensi Sedang)	6d645bc0-b061-11ef-b775-e7560ea47657	生産者	③	名	せいさんしゃ	produsen		[sound:生産者_セーサ＼ンシャ_3_NHK-2016-260118.mp3]		生産者直売だから安心だ	<b> 生産者[せいさんしゃ]</b> 直売[ちょくばい]だから 安心[あんしん]だ	Karena dijual langsung oleh produsen jadi bisa dipercaya	[sound:voicepeak-689274b54f5b4455-260202.mp3]	lawan kata	消費者	消費者[しょうひしゃ]	konsumen	[sound:消費者_ショーヒ＼シャ_3_NHK-2016-260118.mp3]											39617			
N2	中頻度 (Frekuensi Sedang)	0ba6229e-2ed7-11ef-a183-99ad05e145f0	産地	①	名	さんち	daerah penghasil, tempat produksi		[sound:産地_サ＼ンチ_1_NHK-2016-260118.mp3]		産地で買い付ける	<b>産地[さんち]</b>で 買[か]い 付[つ]ける	Membeli langsung di tempat produksi	[sound:voicepeak-238681b527914c6d-260202.mp3]		メロンの産地	メロンの<b> 産地[さんち]</b>	Daerah penghasil melon	[sound:voicepeak-c41ad1a520f84195-260202.mp3]											25858			
N2	中頻度 (Frekuensi Sedang)	0c6962d6-2ed7-11ef-a183-99ad05e145f0	産物	⓪	名	さんぶつ	hasil produksi; hasil (dari sesuatu)		[sound:産物_サンブツ━_0_NHK-2016-260118.mp3]		海産物	海[かい] <b>産物[さんぶつ]</b>	Hasil laut	[sound:海産物_カイサ＼ンブツ_3_NHK-2016-260118.mp3]		研究の産物	研究[けんきゅう]の <b>産物[さんぶつ]</b>	Hasil dari penelitian	[sound:voicepeak-77113271236b4f45-260129.mp3]											13142			
N2	中頻度 (Frekuensi Sedang)	0c159aac-2ed7-11ef-a183-99ad05e145f0	用心	①	名・自他動3	ようじん	berhati-hati, waspada		[sound:用心_ヨ＼ージン_1_NHK-2016-260118.mp3]		用心して事に当たる	<b>用心[ようじん]</b>して 事[こと]に 当[あ]たる	Bertindak dengan hati-hati	[sound:voicepeak-05deb319e4cf4360-260129.mp3]		火の用心	火[ひ]の <b>用心[ようじん]</b>	Waspada terhadap kebakaran	[sound:火の用心_ヒノヨ＼ージン_3_NHK-2016-260118.mp3]											6699			
N2	中頻度 (Frekuensi Sedang)	0c15ab1e-2ed7-11ef-a183-99ad05e145f0	用途	①	名	ようと	penggunaan, kegunaan		[sound:用途_ヨ＼ート_1_NHK-2016-260118.mp3]		募金の用途を明確にする	募金[ぼきん]の <b>用途[ようと]</b>を 明確[めいかく]にする	Memperjelas penggunaan dana sumbangan	[sound:voicepeak-23630b6f2170415a-260126.mp3]																10689			
N2	中頻度 (Frekuensi Sedang)	7a01e3f4-679e-11ef-89c9-3b0955f1365d	町並み	⓪	名	まちなみ	deretan bangunan di jalan, pemandangan kota	街並み	[sound:町並み_マチナミ━_0_NHK-2016-260118.mp3]		江戸情緒を残す町並み	江戸[えど] 情緒[じょうちょ]を 残[のこ]す<b> 町並[まちな]み</b>	Deretan bangunan yang masih menyisakan suasana era Edo	[sound:voicepeak-ec39222c7bc544ae-260209.mp3]																18586			
N2	中頻度 (Frekuensi Sedang)	49c63012-b061-11ef-b775-e7560ea47657	町長	①	名	ちょうちょう	kepala kota kecil (setingkat kecamatan)		[sound:町長_チョ＼ーチョー_1_NHK-2016-260118.mp3]		町長をリコールする	<b> 町長[ちょうちょう]</b>をリコールする	Melakukan mosi tidak percaya terhadap kepala kota	[sound:voicepeak-4752f192dce04b9b-260126.mp3]																20888			
N2	中頻度 (Frekuensi Sedang)	79b81eea-679e-11ef-89c9-3b0955f1365d	画像	⓪	名	がぞう	lukisan potret; gambar, citra (digital)		[sound:画像_ガゾー━_0_NHK-2016-260118.mp3]		画像を描く	<b> 画像[がぞう]</b>を 描[か]く	Menggambar potret	[sound:voicepeak-01-画像を描く-260205.mp3]		テレビの画像	テレビの<b> 画像[がぞう]</b>	Gambar di TV	[sound:voicepeak-fef1615081324171-260204.mp3]											6099			
N2	中頻度 (Frekuensi Sedang)	0bbcbc5c-2ed7-11ef-a183-99ad05e145f0	留める	⓪	他動2	とめる	memfiksasi; mengingat, memperhatikan		[sound:留める_トメル━_0_NHK-2016-260118.mp3]		紙をピンで留める	紙[かみ]をピンで <b>留[と]める</b>	Memfiksasi kertas dengan peniti	[sound:voicepeak-398155d5dd87439b-260122.mp3]		心に留める	心[こころ]に <b>留[と]める</b>	Mengingat dalam hati	[sound:voicepeak-e4818e3ab44646cf-260122.mp3]	terkait	留まる	留[と]まる	bertengger; jatuh; memperhatikan	[sound:留まる_トマル━_0_NHK-2016-260118.mp3]						5061			
N2	中頻度 (Frekuensi Sedang)	0c833814-2ed7-11ef-a183-99ad05e145f0	疲労	⓪	名・自動3	ひろう	kelelahan		[sound:疲労_ヒロー━_0_NHK-2016-260118.mp3]		疲労がたまる	<b>疲労[ひろう]</b>がたまる	Kelelahan menumpuk	[sound:voicepeak-da0d3dd254e044e1-260129.mp3]		金属疲労	金属[きんぞく]<b> 疲労[ひろう]</b>	Kelelahan logam (fatigue material)	[sound:金属疲労_キンゾクヒ＼ロー_5_NHK-2016-260118.mp3]											3721			
N2	中頻度 (Frekuensi Sedang)	0bb6773e-2ed7-11ef-a183-99ad05e145f0	発明	⓪	名・他動3	はつめい	menciptakan, menemukan (penemuan)		[sound:発明_ハツメー━_0_NHK-2016-260118.mp3]		新しい製法を発明する	新[あたら]しい 製法[せいほう]を <b>発明[はつめい]</b>する	Menemukan metode produksi baru	[sound:voicepeak-41330fd817a24529-260126.mp3]																7769			
N2	中頻度 (Frekuensi Sedang)	0bdc687c-2ed7-11ef-a183-99ad05e145f0	発車	⓪	名・自動3	はっしゃ	berangkat, keberangkatan (kendaraan)		[sound:発車_ハッシャ━_0_NHK-2016-260118.mp3]		発車が遅れる	<b>発車[はっしゃ]</b>が 遅[おく]れる	Keberangkatan terlambat	[sound:voicepeak-eab352426d994a3c-260130.mp3]	terkait	停車	停車[ていしゃ]	berhenti (kereta/bus)	[sound:停車_テーシャ━_0_NHK-2016-260118.mp3]											18869			
N2	中頻度 (Frekuensi Sedang)	0cea954a-2ed7-11ef-a183-99ad05e145f0	百科	①	名	ひゃっか	ensiklopedia, seratus bidang ilmu		[sound:百科_ヒャ＼ッカ_1_NHK-2016-260118.mp3]		百科全書	<b> 百科[ひゃっか]</b> 全書[ぜんしょ]	Ensiklopedia	[sound:百科全書_ヒャッカゼ＼ンショ_4_NHK-2016-260118.mp3]																86537			
N2	中頻度 (Frekuensi Sedang)	0bb6e3f4-2ed7-11ef-a183-99ad05e145f0	皮膚	①	名	ひふ	kulit		[sound:皮膚_ヒ＼フ_1_NHK-2016-260118.mp3]		皮膚が荒れている	<b>皮膚[ひふ]</b>が 荒[あ]れている	Kulitnya kasar	[sound:voicepeak-d970bd7cab1e41cb-260203.mp3]	terkait	肌	肌[はだ]	kulit	[sound:肌_ハ＼ダ_1_NHK-2016-260118.mp3]											4289			
N2	中頻度 (Frekuensi Sedang)	0c140a98-2ed7-11ef-a183-99ad05e145f0	目印	②	名	めじるし	tanda, penanda		[sound:目印_メジ＼ルシ_2_NHK-2016-260118.mp3]		目印をつける	<b>目印[めじるし]</b>をつける	Memberi tanda	[sound:voicepeak-cbd40c6f5baa42db-260126.mp3]																10786			
N2	中頻度 (Frekuensi Sedang)	0c8b2e52-2ed7-11ef-a183-99ad05e145f0	目当て	①	名	めあて	target, tujuan; motif		[sound:目当て_メ＼アテ_1_NHK-2016-260118.mp3]		10キロ減量を目当てにしている	10キロ 減量[げんりょう]を <b>目当[めあ]て</b>にしている	Menargetkan penurunan berat badan 10 kg	[sound:voicepeak-30e17dadd919463d-260129.mp3]		金目当ての犯行	金[かね]<b> 目当[めあ]て</b>の 犯行[はんこう]	Kejahatan yang bermotif uang	[sound:voicepeak-951a246752a54c08-260129.mp3]											4672			
N2	中頻度 (Frekuensi Sedang)	0c0b340e-2ed7-11ef-a183-99ad05e145f0	直径	⓪	名	ちょっけい	diameter		[sound:直径_チョッケー━_0_NHK-2016-260118.mp3]		直径30センチのなべ	<b>直径[ちょっけい]</b>30センチのなべ	Panci berdiameter 30 sentimeter	[sound:voicepeak-15-直径30センチのなべ-260130.mp3]																10917			
N2	中頻度 (Frekuensi Sedang)	79e1f774-679e-11ef-89c9-3b0955f1365d	直結	⓪	名・自他動3	ちょっけつ	terhubung langsung; berkaitan langsung		[sound:直結_チョッケツ━_0_NHK-2016-260118.mp3]		産地直結のマーケット	産地[さんち]<b> 直結[ちょっけつ]</b>のマーケット	Pasar yang terhubung langsung dengan daerah penghasil	[sound:voicepeak-28435cc2a0194de1-260129.mp3]		中央に直結した政治	中央[ちゅうおう]に<b> 直結[ちょっけつ]</b>した 政治[せいじ]	Politik yang terhubung langsung dengan pusat	[sound:voicepeak-ca6ba22c2aba43da-260129.mp3]											12734			
N2	中頻度 (Frekuensi Sedang)	0c07e84e-2ed7-11ef-a183-99ad05e145f0	相互	①	名	そうご	saling, timbal balik; bergiliran		[sound:相互_ソ＼ーコ゚_1_NHK-2016-260118.mp3]		相互理解を深める	<b>相互[そうご]</b> 理解[りかい]を 深[ふか]める	Memperdalam saling pengertian	[sound:voicepeak-098d7112199649aa-260129.mp3]		相互に話す	<b>相互[そうご]</b>に 話[はな]す	Berbicara secara bergiliran	[sound:voicepeak-4c8aa5a7eff8401d-260129.mp3]											14331			
N2	中頻度 (Frekuensi Sedang)	0c76b44a-2ed7-11ef-a183-99ad05e145f0	相対	⓪	名・自動3	そうたい	berhadapan, menghadapi; relatif		[sound:相対_ソータイ━_0_NHK-2016-260118.mp3]		難問に相対する	難問[なんもん]に<b> 相対[そうたい]</b>する	Menghadapi masalah sulit	[sound:voicepeak-31-難問に相対する-260129.mp3]		自分の学習能力を相対化する	自分[じぶん]の 学習能力[がくしゅうのうりょく]を<b> 相対[そうたい]</b> 化[か]する	Melihat kemampuan belajar sendiri secara relatif	[sound:voicepeak-894a665e876a4447-260129.mp3]		相対評価	<b> 相対[そうたい]</b> 評価[ひょうか]	Penilaian relatif	[sound:voicepeak-94ef6b3a303446c9-260129.mp3]	lawan kata	絶対	絶対[ぜったい]	absolut	[sound:絶対_ゼッタイ━_0_NHK-2016-260118.mp3]	9028			
N2	中頻度 (Frekuensi Sedang)	a502dc60-4ab1-11f0-b3e9-214b07e789f3	相対的	⓪	ナ形	そうたいてき	secara relatif		[sound:相対的_ソータイテキ━_0_NHK-2016-260118.mp3]		相対的に見てA案のほうがよさそうだ	<b> 相対的[そうたいてき]</b>に 見[み]てA 案[あん]のほうがよさそうだ	Kalau dilihat secara relatif, rencana A sepertinya lebih baik	[sound:voicepeak-e107c07e27b44d9c-260130.mp3]	lawan kata	絶対的	絶対的[ぜったいてき]	secara absolut	[sound:絶対的_ゼッタイテキ━_0_NHK-2016-260118.mp3]											22393			
N2	中頻度 (Frekuensi Sedang)	0c39aeb0-2ed7-11ef-a183-99ad05e145f0	相性	③	名	あいしょう	kecocokan, kesesuaian (karakter/kompatibilitas)	合（い）性	[sound:相性_アイショ＼ー_3_NHK-2016-260118.mp3]		相性がいい	<b>相性[あいしょう]</b>がいい	Cocok, kompatibilitas bagus	[sound:voicepeak-6fc0137089444586-260129.mp3]		このパソコンとは相性が悪い	このパソコンとは<b> 相性[あいしょう]</b>が 悪[わる]い	Tidak kompatibel dengan komputer ini	[sound:voicepeak-a8fc30e3c9cd4aa9-260129.mp3]											4795			
N2	中頻度 (Frekuensi Sedang)	0c07de08-2ed7-11ef-a183-99ad05e145f0	相違	⓪	名・自動3	そうい	perbedaan, ketidaksamaan		[sound:相違_ソーイ━_0_NHK-2016-260118.mp3]		大きな相違がある	大[おお]きな <b>相違[そうい]</b>がある	Ada perbedaan besar	[sound:voicepeak-1b671370e00d45f3-260129.mp3]																6884			
N2	中頻度 (Frekuensi Sedang)	0c03ce6c-2ed7-11ef-a183-99ad05e145f0	省エネ	⓪	名	しょうエネ	menghemat energi	「省エネルギー」の略	[sound:省エネ_ショーエネ━_0_NHK-2016-260118.mp3]		省エネ技術	<b>省[しょう]エネ</b> 技術[ぎじゅつ]	Teknologi hemat energi	[sound:voicepeak-8a42d3cb213943e7-260202.mp3]																45545			
N2	中頻度 (Frekuensi Sedang)	0c04e9f0-2ed7-11ef-a183-99ad05e145f0	真っ先	③④	ナ形・名	まっさき	paling awal, paling depan		[sound:真っ先_マッサ＼キ_3_NHK-2016-260118.mp3]		行列の真っ先にいる	行列[ぎょうれつ]の <b>真[ま]っ 先[さき]</b>にいる	Berada di paling depan antrean	[sound:voicepeak-be39848537c8431a-260215.mp3]																96671			
N2	中頻度 (Frekuensi Sedang)	0bd3c4ec-2ed7-11ef-a183-99ad05e145f0	真っ暗	③	名・ナ形	まっくら	gelap gulita; suram (masa depan)		[sound:真っ暗_マック＼ラ_3_NHK-2016-260118.mp3]		真っ暗な夜	<b>真[ま]っ 暗[くら]</b>な 夜[よる]	Malam yang gelap gulita	[sound:voicepeak-62b2f3b9821d42d8-260129.mp3]		お先真っ暗だ	お 先[さき] <b>真[ま]っ 暗[くら]</b>だ	Masa depan yang suram	[sound:voicepeak-57f949615ce9406c-260129.mp3]											4582			
N2	中頻度 (Frekuensi Sedang)	0bacb0c8-2ed7-11ef-a183-99ad05e145f0	真っ白	③	名・ナ形	まっしろ	putih bersih; kosong (pikiran)		[sound:真っ白_マッシ＼ロ_3_NHK-2016-260118.mp3]		山の上に真っ白な雪が降り積もっている	山[やま]の 上[うえ]に <b>真[ま]っ 白[しろ]</b>な 雪[ゆき]が 降[ふ]り 積[つ]もっている	Salju putih menumpuk tebal di gunung	[sound:voicepeak-e3eb378d2fc74a14-260128.mp3]		頭が真っ白になる	頭[あたま]が <b>真[ま]っ 白[しろ]</b>になる	Pikiran jadi kosong, blank	[sound:voicepeak-96ebf5abe0ca4977-260128.mp3]											3386			
N2	中頻度 (Frekuensi Sedang)	0bacc162-2ed7-11ef-a183-99ad05e145f0	真似る	⓪	他動2	まねる	menirukan, meniru	「…まねて～する」の形で自動詞としても使う	[sound:まねる_マネル━_0_NHK-2016-260118.mp3]		書き方を真似る	書[か]き 方[かた]を <b>真似[まね]る</b>	Menirukan cara menulis	[sound:voicepeak-14942e0d447c4fbd-260129.mp3]		本物に真似て模造品を作る	本物[ほんもの]に<b> 真似[まね]</b>て 模造品[もぞうひん]を 作[つく]る	Membuat tiruan menyerupai aslinya	[sound:voicepeak-8c539eddfe8b412d-260129.mp3]											10279			
N2	中頻度 (Frekuensi Sedang)	0c3c6a92-2ed7-11ef-a183-99ad05e145f0	着実	⓪	名・ナ形	ちゃくじつ	stabil dan mantap		[sound:着実_チャクジツ━_0_NHK-2016-260118.mp3]		着実な努力	<b>着実[ちゃくじつ]</b>な 努力[どりょく]	Usaha yang stabil dan mantap	[sound:voicepeak-b648b89e04684088-260126.mp3]		着実に前進する	<b> 着実[ちゃくじつ]</b>に 前進[ぜんしん]する	Bergerak maju secara mantap	[sound:voicepeak-5b071b4e4e954f6c-260126.mp3]											8058			
N2	中頻度 (Frekuensi Sedang)	0c136d36-2ed7-11ef-a183-99ad05e145f0	矛盾	⓪	名・自動3	むじゅん	kontradiksi, bertentangan		[sound:矛盾_ムジュン━_0_NHK-2016-260118.mp3]		前後矛盾する	前後[ぜんご] <b>矛盾[むじゅん]</b>する	Bertentangan satu sama lain	[sound:voicepeak-c7e5137728eb45a4-260129.mp3]																4256			
N2	中頻度 (Frekuensi Sedang)	0c18bc0a-2ed7-11ef-a183-99ad05e145f0	知らず		連語	しらず	tidak peduli, tidak sadar akan ... (bentuk 〜知らず)		[sound:知らず_シラズ━_0_Shinmeikai-8-260118.mp3]		恥知らず	恥[はじ] <b>知[し]らず</b>	Tidak tahu malu	[sound:恥知らず_ハジシ＼ラズ_3_NHK-2016-260118.mp3]		命知らず	命[いのち]<b> 知[し]らず</b>	Nekat, tak kenal takut mati	[sound:命知らず_イノチシ＼ラズ_4_NHK-2016-260118.mp3]											999999			
N2	中頻度 (Frekuensi Sedang)	0c09d514-2ed7-11ef-a183-99ad05e145f0	知らず知らず	④⓪	副	しらずしらず	tanpa disadari, tanpa sadar		[sound:知らず知らず_シラズシ＼ラズ_4_NHK-2016-260118.mp3]		知らず知らず涙が出てくる	<b> 知[し]らず 知[し]らず</b> 涙[なみだ]が 出[で]てくる	Air mata mengalir tanpa disadari	[sound:voicepeak-25d1458bf16b4eb6-260130.mp3]																15682			
N2	中頻度 (Frekuensi Sedang)	0bb189d6-2ed7-11ef-a183-99ad05e145f0	知人	⓪	名	ちじん	kenalan, teman		[sound:知人_チジン━_0_NHK-2016-260118.mp3]		空港で知人に会う	空港[くうこう]で<b> 知人[ちじん]</b>に 会[あ]う	Bertemu kenalan di bandara	[sound:voicepeak-02d1ea6d948d4806-260204.mp3]	terkait	知り合い	知[し]り 合[あ]い	kenalan, teman	[sound:知り合い_シリアイ━_0_NHK-2016-260118.mp3]											7217			
